Feedback_ID,Student_ID,Course_ID,Course_Name,Semester,Date,Language,Rating,Feedback_Text,Overall_Sentiment,Sentiment_Confidence,Aspect_Records,Topic_ID,Topic_Name,Topic_Probability,Cleaned_Text,Detected_Language,Language_Confidence,Predicted_Sentiment,Polarity_Score
FB_00291,STU_3125,CN204,Computer Networks & Security,Sem 3,2025-04-03,English,3,"Project expectations were extremely vague and constantly changing. However, High-speed Wi-Fi and well-maintained software environments in labs.",Neutral,0.76,"[{""aspect"": ""Projects"", ""sentiment"": ""Negative"", ""confidence"": 0.96, ""snippet"": ""Project expectations were extremely vague and constantly changing.""}, {""aspect"": ""Infrastructure"", ""sentiment"": ""Positive"", ""confidence"": 0.98, ""snippet"": ""High-speed Wi-Fi and well-maintained software environments in labs.""}]",1,Lab Infrastructure & Hardware,0.15,"project expectations were extremely vague and constantly changing. however, high-speed wi-fi and well-maintained software environments in labs.",English,0.83,Neutral,0.052
FB_00292,STU_7783,AI401,Artificial Intelligence & Robotics,Sem 2,2024-07-20,Hinglish,3,Capstone project se portfolio ke liye bohot strong project ban gaya. waise Lab machines baar baar crash hoti hain aur Wi-Fi speed pathetic hai.,Neutral,0.82,"[{""aspect"": ""Projects"", ""sentiment"": ""Positive"", ""confidence"": 0.93, ""snippet"": ""Capstone project se portfolio ke liye bohot strong project ban gaya.""}, {""aspect"": ""Infrastructure"", ""sentiment"": ""Negative"", ""confidence"": 0.87, ""snippet"": ""Lab machines baar baar crash hoti hain aur Wi-Fi speed pathetic hai.""}]",2,Exam Difficulty & Time Management,0.16,capstone project se portfolio ke liye bohot strong project ban gaya. waise lab machines baar baar crash hoti hain aur wi-fi speed pathetic hai.,Hinglish,0.86,Neutral,-0.018
FB_00293,STU_3877,CS101,Introduction to Programming,Sem 3,2025-02-08,English,3,"Professor flies through 40 complex slides in one single hour. Moreover, High-speed Wi-Fi and well-maintained software environments in labs.",Neutral,0.81,"[{""aspect"": ""Lecture Pace"", ""sentiment"": ""Negative"", ""confidence"": 0.95, ""snippet"": ""Professor flies through 40 complex slides in one single hour.""}, {""aspect"": ""Infrastructure"", ""sentiment"": ""Positive"", ""confidence"": 0.84, ""snippet"": ""High-speed Wi-Fi and well-maintained software environments in labs.""}]",1,Lab Infrastructure & Hardware,0.15,"professor flies through 40 complex slides in one single hour. moreover, high-speed wi-fi and well-maintained software environments in labs.",English,0.82,Neutral,-0.031
FB_00294,STU_9537,CS101,Introduction to Programming,Sem 4,2025-08-22,Hinglish,1,Lab machines baar baar crash hoti hain aur Wi-Fi speed pathetic hai. lekin Syllabus complete karne ke chakkar mein bohot tezi se bhagaya.,Negative,0.89,"[{""aspect"": ""Infrastructure"", ""sentiment"": ""Negative"", ""confidence"": 0.85, ""snippet"": ""Lab machines baar baar crash hoti hain aur Wi-Fi speed pathetic hai.""}, {""aspect"": ""Lecture Pace"", ""sentiment"": ""Negative"", ""confidence"": 0.83, ""snippet"": ""Syllabus complete karne ke chakkar mein bohot tezi se bhagaya.""}]",2,Exam Difficulty & Time Management,0.16,lab machines baar baar crash hoti hain aur wi-fi speed pathetic hai. lekin syllabus complete karne ke chakkar mein bohot tezi se bhagaya.,Hinglish,0.91,Negative,-0.886
FB_00295,STU_2914,DB202,Database Management Systems,Sem 5,2026-05-05,Hindi,3,बुनियादी समझ के बिना ही सीधे कठिन विषयों पर चले गए। इसके अलावा व्याख्यान की गति बहुत अच्छी है और नोट्स बनाने का पूरा समय मिलता है।,Neutral,0.6,"[{""aspect"": ""Difficulty"", ""sentiment"": ""Negative"", ""confidence"": 0.89, ""snippet"": ""बुनियादी समझ के बिना ही सीधे कठिन विषयों पर चले गए।""}, {""aspect"": ""Lecture Pace"", ""sentiment"": ""Positive"", ""confidence"": 0.88, ""snippet"": ""व्याख्यान की गति बहुत अच्छी है और नोट्स बनाने का पूरा समय मिलता है।""}]",5,Course Theme 6,0.17,बुनियादी समझ के बिना ही सीधे कठिन विषयों पर चले गए। इसके अलावा व्याख्यान की गति बहुत अच्छी है और नोट्स बनाने का पूरा समय मिलता है।,Hindi,0.99,Neutral,0.002
FB_00296,STU_8270,DS201,Data Structures & Algorithms,Sem 1,2024-03-19,Hinglish,3,Lab sessions standard procedure ke hisab se chale.,Neutral,0.75,"[{""aspect"": ""Practical Sessions"", ""sentiment"": ""Neutral"", ""confidence"": 0.85, ""snippet"": ""Lab sessions standard procedure ke hisab se chale.""}]",2,Exam Difficulty & Time Management,0.16,lab sessions standard procedure ke hisab se chale.,Hinglish,0.82,Neutral,0.157
FB_00297,STU_9456,DS201,Data Structures & Algorithms,Sem 3,2025-04-11,English,1,"The exam pattern accurately reflected what was practiced in class. However, The professor just reads off the presentation slides without explaining fundamentals. On the other hand, Lab sessions are disorganized and lack proper mentor guidance.",Negative,0.58,"[{""aspect"": ""Exams"", ""sentiment"": ""Positive"", ""confidence"": 0.84, ""snippet"": ""The exam pattern accurately reflected what was practiced in class.""}, {""aspect"": ""Teaching Quality"", ""sentiment"": ""Negative"", ""confidence"": 0.93, ""snippet"": ""The professor just reads off the presentation slides without explaining fundamentals.""}, {""aspect"": ""Practical Sessions"", ""sentiment"": ""Negative"", ""confidence"": 0.87, ""snippet"": ""Lab sessions are disorganized and lack proper mentor guidance.""}]",1,Lab Infrastructure & Hardware,0.16,"the exam pattern accurately reflected what was practiced in class. however, the professor just reads off the presentation slides without explaining fundamentals. on the other hand, lab sessions are disorganized and lack proper mentor guidance.",Hinglish,0.8,Neutral,-0.395
FB_00298,STU_4285,CN204,Computer Networks & Security,Sem 6,2026-08-08,Hinglish,3,"Project submission instructions bohot confusing aur last minute change hoti hain. waise Lecture pace perfect tha, sabhi students easily follow kar pa rahe the.",Neutral,0.59,"[{""aspect"": ""Projects"", ""sentiment"": ""Negative"", ""confidence"": 0.86, ""snippet"": ""Project submission instructions bohot confusing aur last minute change hoti hain.""}, {""aspect"": ""Lecture Pace"", ""sentiment"": ""Positive"", ""confidence"": 0.82, ""snippet"": ""Lecture pace perfect tha, sabhi students easily follow kar pa rahe the.""}]",2,Exam Difficulty & Time Management,0.16,"project submission instructions bohot confusing aur last minute change hoti hain. waise lecture pace perfect tha, sabhi students easily follow kar pa rahe the.",Hinglish,0.89,Neutral,0.008
FB_00299,STU_5011,SE303,Software Engineering & Architecture,Sem 3,2025-02-05,English,3,Study material was adequate for passing the examinations.,Neutral,0.62,"[{""aspect"": ""Study Material"", ""sentiment"": ""Neutral"", ""confidence"": 0.83, ""snippet"": ""Study material was adequate for passing the examinations.""}]",1,Lab Infrastructure & Hardware,0.16,study material was adequate for passing the examinations.,Hinglish,0.8,Neutral,0.075
FB_00300,STU_3932,AI401,Artificial Intelligence & Robotics,Sem 1,2024-04-14,English,5,"Study material was adequate for passing the examinations. On the other hand, Campus computing lab has fast workstations and modern GPUs for ML training.",Positive,0.84,"[{""aspect"": ""Study Material"", ""sentiment"": ""Neutral"", ""confidence"": 0.92, ""snippet"": ""Study material was adequate for passing the examinations.""}, {""aspect"": ""Infrastructure"", ""sentiment"": ""Positive"", ""confidence"": 0.93, ""snippet"": ""Campus computing lab has fast workstations and modern GPUs for ML training.""}]",1,Lab Infrastructure & Hardware,0.16,"study material was adequate for passing the examinations. on the other hand, campus computing lab has fast workstations and modern gpus for ml training.",Hinglish,0.8,Positive,0.834
FB_00301,STU_6085,WD102,Full-Stack Web Development,Sem 6,2026-10-10,English,5,Hands-on lab sessions were excellent and reinforced lecture theory. Although Detailed constructive feedback was provided on all test papers.,Positive,0.97,"[{""aspect"": ""Practical Sessions"", ""sentiment"": ""Positive"", ""confidence"": 0.84, ""snippet"": ""Hands-on lab sessions were excellent and reinforced lecture theory.""}, {""aspect"": ""Evaluation"", ""sentiment"": ""Positive"", ""confidence"": 0.88, ""snippet"": ""Detailed constructive feedback was provided on all test papers.""}]",3,Exam Difficulty & Time Management (Track 4),0.18,hands-on lab sessions were excellent and reinforced lecture theory. although detailed constructive feedback was provided on all test papers.,English,0.87,Positive,0.968
FB_00302,STU_3798,WD102,Full-Stack Web Development,Sem 1,2024-02-20,English,5,"Lecture notes and reference repositories provided are top tier. Furthermore, Evaluation criteria were clearly communicated at the start of term.",Positive,0.97,"[{""aspect"": ""Study Material"", ""sentiment"": ""Positive"", ""confidence"": 0.88, ""snippet"": ""Lecture notes and reference repositories provided are top tier.""}, {""aspect"": ""Evaluation"", ""sentiment"": ""Positive"", ""confidence"": 0.92, ""snippet"": ""Evaluation criteria were clearly communicated at the start of term.""}]",1,Lab Infrastructure & Hardware,0.15,"lecture notes and reference repositories provided are top tier. furthermore, evaluation criteria were clearly communicated at the start of term.",English,0.87,Positive,0.968
FB_00303,STU_2082,AI401,Artificial Intelligence & Robotics,Sem 2,2024-08-27,Hinglish,1,Evaluation results aane mein bohot delay hua aur copy rechecking allowed nahi thi.,Negative,0.85,"[{""aspect"": ""Evaluation"", ""sentiment"": ""Negative"", ""confidence"": 0.91, ""snippet"": ""Evaluation results aane mein bohot delay hua aur copy rechecking allowed nahi thi.""}]",2,Exam Difficulty & Time Management,0.17,evaluation results aane mein bohot delay hua aur copy rechecking allowed nahi thi.,Hinglish,0.89,Negative,-0.844
FB_00304,STU_2873,WD102,Full-Stack Web Development,Sem 6,2026-09-28,Hindi,5,शिक्षक सभी छात्रों की समझ के अनुसार ही आगे बढ़ते हैं। हालांकि प्रोजेक्ट कार्य से बहुत कुछ नया सीखने को मिला।,Positive,0.93,"[{""aspect"": ""Lecture Pace"", ""sentiment"": ""Positive"", ""confidence"": 0.85, ""snippet"": ""शिक्षक सभी छात्रों की समझ के अनुसार ही आगे बढ़ते हैं।""}, {""aspect"": ""Projects"", ""sentiment"": ""Positive"", ""confidence"": 0.93, ""snippet"": ""प्रोजेक्ट कार्य से बहुत कुछ नया सीखने को मिला।""}]",5,Course Theme 6,0.18,शिक्षक सभी छात्रों की समझ के अनुसार ही आगे बढ़ते हैं। हालांकि प्रोजेक्ट कार्य से बहुत कुछ नया सीखने को मिला।,Hindi,0.99,Positive,0.929
FB_00305,STU_3403,CS101,Introduction to Programming,Sem 2,2024-10-07,Hinglish,5,Mentor ne architectural review mein bohot valuable tips diye.,Positive,0.81,"[{""aspect"": ""Projects"", ""sentiment"": ""Positive"", ""confidence"": 0.85, ""snippet"": ""Mentor ne architectural review mein bohot valuable tips diye.""}]",2,Exam Difficulty & Time Management,0.16,mentor ne architectural review mein bohot valuable tips diye.,Hinglish,0.81,Positive,0.807
FB_00306,STU_2462,CN204,Computer Networks & Security,Sem 4,2025-09-27,Hindi,4,प्रोजेक्ट कार्य से बहुत कुछ नया सीखने को मिला।,Positive,0.94,"[{""aspect"": ""Projects"", ""sentiment"": ""Positive"", ""confidence"": 0.96, ""snippet"": ""प्रोजेक्ट कार्य से बहुत कुछ नया सीखने को मिला।""}]",5,Course Theme 6,0.16,प्रोजेक्ट कार्य से बहुत कुछ नया सीखने को मिला।,Hindi,0.99,Positive,0.94
